,channels,has_transaction,user_id,day,month,year,visitStartTime
566,Google Search,False,307,7,6,2020,2020-06-07
567,Organic,True,600,19,9,2020,2020-09-19
568,Google Display,False,178,2,7,2020,2020-07-02
569,Organic,True,642,24,2,2020,2020-02-24
570,Organic,True,432,19,1,2020,2020-01-19
571,Organic,False,288,6,1,2020,2020-01-06
572,Email Marketing,False,467,23,5,2020,2020-05-23
573,Direct,False,441,21,8,2020,2020-08-21
574,Google Search,False,312,3,3,2020,2020-03-03
575,Organic,True,271,2,4,2020,2020-04-02
576,Facebook,False,377,14,1,2020,2020-01-14
577,Google Search,True,81,16,4,2020,2020-04-16
578,Direct,True,153,10,5,2020,2020-05-10
579,Organic,False,410,21,4,2020,2020-04-21
580,Google Search,False,580,11,7,2020,2020-07-11
581,Direct,True,699,2,1,2020,2020-01-02
582,Organic,True,162,5,8,2020,2020-08-05
583,Google Display,False,249,3,2,2020,2020-02-03
584,Direct,False,480,28,12,2020,2020-12-28
585,Email Marketing,False,192,13,2,2020,2020-02-13
586,Organic,True,188,3,9,2020,2020-09-03
587,Facebook,True,507,16,10,2020,2020-10-16
588,Google Display,False,275,14,2,2020,2020-02-14
589,Facebook,False,275,26,3,2020,2020-03-26
590,Direct,True,306,19,10,2020,2020-10-19
591,Youtube,False,146,12,7,2020,2020-07-12
592,Google Search,False,328,14,9,2020,2020-09-14
593,Facebook,False,529,17,7,2020,2020-07-17
594,Youtube,False,352,14,11,2020,2020-11-14
595,Google Search,True,212,12,1,2020,2020-01-12
596,Facebook,True,23,15,6,2020,2020-06-15
597,Google Display,False,510,4,8,2020,2020-08-04
598,Google Search,True,597,18,2,2020,2020-02-18
599,Youtube,True,385,28,12,2020,2020-12-28
600,Email Marketing,True,87,26,2,2020,2020-02-26
601,Google Display,True,178,21,9,2020,2020-09-21
602,Organic,True,617,16,9,2020,2020-09-16
603,Direct,False,345,26,3,2020,2020-03-26
604,Organic,False,295,15,10,2020,2020-10-15
605,Organic,True,34,5,10,2020,2020-10-05
606,Organic,True,640,13,11,2020,2020-11-13
607,Organic,False,69,8,8,2020,2020-08-08
608,Facebook,False,647,23,8,2020,2020-08-23
609,Google Search,True,437,9,8,2020,2020-08-09
610,Google Search,False,515,24,2,2020,2020-02-24
611,Organic,True,405,20,12,2020,2020-12-20
612,Google Search,True,347,19,11,2020,2020-11-19
613,Direct,False,530,11,4,2020,2020-04-11
614,Facebook,True,18,22,4,2020,2020-04-22
615,Google Search,False,269,12,6,2020,2020-06-12
616,Organic,True,213,15,8,2020,2020-08-15
617,Facebook,False,203,24,2,2020,2020-02-24
618,Email Marketing,True,381,25,8,2020,2020-08-25
619,Google Display,False,200,12,9,2020,2020-09-12
620,Email Marketing,False,386,12,6,2020,2020-06-12
621,Organic,False,550,21,10,2020,2020-10-21
622,Google Search,False,257,7,7,2020,2020-07-07
623,Google Display,True,562,28,7,2020,2020-07-28
624,Youtube,False,315,4,4,2020,2020-04-04
625,Instagram,False,221,13,1,2020,2020-01-13
626,Google Search,False,650,23,12,2020,2020-12-23
627,Instagram,True,548,3,6,2020,2020-06-03
628,Direct,True,392,1,12,2020,2020-12-01
629,Organic,False,258,2,8,2020,2020-08-02
630,Facebook,True,629,5,6,2020,2020-06-05
631,Facebook,True,89,9,12,2020,2020-12-09
632,Facebook,True,344,28,1,2020,2020-01-28
633,Facebook,False,371,13,11,2020,2020-11-13
634,Google Search,True,576,21,9,2020,2020-09-21
635,Instagram,False,297,28,12,2020,2020-12-28
636,Organic,False,386,8,4,2020,2020-04-08
637,Organic,False,111,6,12,2020,2020-12-06
638,Instagram,False,499,24,4,2020,2020-04-24
639,Organic,False,451,24,9,2020,2020-09-24
640,Facebook,True,449,20,11,2020,2020-11-20
641,Direct,False,230,24,1,2020,2020-01-24
642,Facebook,True,444,10,7,2020,2020-07-10
643,Facebook,False,257,5,8,2020,2020-08-05
644,Facebook,False,593,23,9,2020,2020-09-23
645,Organic,False,637,25,11,2020,2020-11-25
646,Facebook,False,537,11,1,2020,2020-01-11
647,Facebook,False,355,27,11,2020,2020-11-27
648,Google Search,False,409,27,12,2020,2020-12-27
649,Direct,True,404,12,4,2020,2020-04-12
650,Google Display,False,287,1,9,2020,2020-09-01
651,Organic,False,180,27,6,2020,2020-06-27
652,Organic,False,492,28,4,2020,2020-04-28
653,Instagram,False,590,21,11,2020,2020-11-21
654,Google Search,False,517,24,12,2020,2020-12-24
655,Email Marketing,False,307,10,10,2020,2020-10-10
656,Youtube,False,22,20,1,2020,2020-01-20
657,Email Marketing,True,18,13,2,2020,2020-02-13
658,Organic,False,32,18,12,2020,2020-12-18
659,Direct,True,670,4,8,2020,2020-08-04
660,Organic,False,242,28,2,2020,2020-02-28
661,Email Marketing,False,17,1,1,2020,2020-01-01
662,Google Search,True,307,25,10,2020,2020-10-25
663,Organic,False,245,22,11,2020,2020-11-22
664,Direct,False,552,9,6,2020,2020-06-09
665,Email Marketing,False,75,28,9,2020,2020-09-28
666,Instagram,False,505,25,3,2020,2020-03-25
667,Organic,True,529,6,8,2020,2020-08-06
668,Google Display,False,673,11,3,2020,2020-03-11
669,Youtube,True,477,12,1,2020,2020-01-12
670,Google Search,False,517,18,10,2020,2020-10-18
671,Direct,False,179,26,6,2020,2020-06-26
672,Facebook,True,559,5,3,2020,2020-03-05
673,Direct,True,255,11,12,2020,2020-12-11
674,Direct,True,305,12,11,2020,2020-11-12
675,Google Search,True,408,12,5,2020,2020-05-12
676,Organic,True,586,25,2,2020,2020-02-25
677,Google Search,False,648,22,3,2020,2020-03-22
678,Instagram,True,107,26,12,2020,2020-12-26
679,Instagram,False,374,4,4,2020,2020-04-04
680,Direct,False,64,14,6,2020,2020-06-14
681,Direct,True,29,5,11,2020,2020-11-05
682,Google Search,False,638,24,3,2020,2020-03-24
683,Google Search,False,139,6,7,2020,2020-07-06
684,Google Search,True,345,22,10,2020,2020-10-22
685,Email Marketing,True,540,11,5,2020,2020-05-11
686,Organic,False,338,4,10,2020,2020-10-04
687,Google Search,False,644,7,7,2020,2020-07-07
688,Facebook,True,602,2,2,2020,2020-02-02
689,Google Display,False,391,23,8,2020,2020-08-23
690,Google Search,False,124,9,7,2020,2020-07-09
691,Organic,False,42,17,12,2020,2020-12-17
692,Direct,False,450,17,7,2020,2020-07-17
693,Facebook,False,508,3,3,2020,2020-03-03
694,Organic,False,621,27,11,2020,2020-11-27
695,Google Search,False,332,26,6,2020,2020-06-26
696,Facebook,True,622,14,7,2020,2020-07-14
697,Facebook,False,116,27,4,2020,2020-04-27
698,Organic,False,441,11,4,2020,2020-04-11
699,Organic,False,58,5,8,2020,2020-08-05
700,Direct,False,559,9,3,2020,2020-03-09
701,Google Search,False,353,8,11,2020,2020-11-08
702,Organic,False,337,3,10,2020,2020-10-03
703,Organic,True,513,20,11,2020,2020-11-20
704,Facebook,False,168,5,6,2020,2020-06-05
705,Direct,True,611,1,6,2020,2020-06-01
706,Direct,True,304,25,8,2020,2020-08-25
707,Instagram,True,416,21,3,2020,2020-03-21
708,Organic,True,593,5,4,2020,2020-04-05
709,Organic,False,153,24,1,2020,2020-01-24
710,Email Marketing,False,375,19,11,2020,2020-11-19
711,Google Display,False,378,23,8,2020,2020-08-23
712,Facebook,False,114,10,10,2020,2020-10-10
713,Facebook,True,415,14,3,2020,2020-03-14
714,Organic,False,166,8,10,2020,2020-10-08
715,Google Display,False,584,12,8,2020,2020-08-12
716,Google Search,False,539,6,3,2020,2020-03-06
717,Facebook,False,345,9,5,2020,2020-05-09
718,Organic,False,179,6,6,2020,2020-06-06
719,Organic,False,237,25,2,2020,2020-02-25
720,Organic,False,332,12,7,2020,2020-07-12
721,Direct,False,433,23,3,2020,2020-03-23
722,Facebook,False,2,19,11,2020,2020-11-19
723,Email Marketing,True,320,6,5,2020,2020-05-06
724,Organic,False,72,2,1,2020,2020-01-02
725,Google Search,False,514,18,9,2020,2020-09-18
726,Direct,True,442,28,1,2020,2020-01-28
727,Organic,True,4,2,8,2020,2020-08-02
728,Direct,True,687,10,7,2020,2020-07-10
729,Facebook,False,506,21,9,2020,2020-09-21
730,Google Search,False,100,12,5,2020,2020-05-12
731,Organic,False,225,27,1,2020,2020-01-27
732,Direct,False,31,22,12,2020,2020-12-22
733,Google Search,False,356,5,8,2020,2020-08-05
734,Email Marketing,False,556,28,3,2020,2020-03-28
735,Google Search,True,297,3,10,2020,2020-10-03
736,Facebook,False,170,3,6,2020,2020-06-03
737,Google Search,False,650,14,7,2020,2020-07-14
738,Instagram,True,106,7,9,2020,2020-09-07
739,Direct,False,98,17,7,2020,2020-07-17
740,Organic,True,32,19,5,2020,2020-05-19
741,Youtube,True,624,5,9,2020,2020-09-05
742,Direct,False,577,21,5,2020,2020-05-21
743,Direct,False,238,21,7,2020,2020-07-21
744,Organic,False,449,15,12,2020,2020-12-15
745,Organic,True,600,26,1,2020,2020-01-26
746,Email Marketing,False,86,14,10,2020,2020-10-14
747,Organic,False,490,4,10,2020,2020-10-04
748,Facebook,False,472,7,6,2020,2020-06-07
749,Instagram,False,497,7,5,2020,2020-05-07
750,Facebook,False,35,13,7,2020,2020-07-13
751,Google Search,False,70,16,1,2020,2020-01-16
752,Google Search,False,84,3,3,2020,2020-03-03
753,Facebook,False,271,9,8,2020,2020-08-09
754,Organic,True,309,7,11,2020,2020-11-07
755,Organic,False,118,3,8,2020,2020-08-03
756,Organic,True,211,10,7,2020,2020-07-10
757,Google Search,False,178,24,2,2020,2020-02-24
758,Facebook,False,611,27,2,2020,2020-02-27
759,Facebook,True,113,23,5,2020,2020-05-23
760,Direct,False,407,8,10,2020,2020-10-08
761,Email Marketing,False,311,14,8,2020,2020-08-14
762,Organic,True,272,6,11,2020,2020-11-06
763,Email Marketing,False,191,14,4,2020,2020-04-14
764,Youtube,False,425,27,5,2020,2020-05-27
765,Google Display,True,18,21,7,2020,2020-07-21
766,Google Search,True,391,10,4,2020,2020-04-10
767,Organic,True,556,16,4,2020,2020-04-16
768,Organic,True,260,23,7,2020,2020-07-23
769,Facebook,True,79,23,11,2020,2020-11-23
770,Facebook,False,522,21,3,2020,2020-03-21
771,Instagram,False,267,18,5,2020,2020-05-18
772,Organic,False,584,14,4,2020,2020-04-14
773,Youtube,False,400,21,5,2020,2020-05-21
774,Google Display,False,572,11,12,2020,2020-12-11
775,Google Display,True,42,23,5,2020,2020-05-23
776,Youtube,False,356,3,12,2020,2020-12-03
777,Google Search,True,458,14,3,2020,2020-03-14
778,Google Search,False,132,19,12,2020,2020-12-19
779,Organic,True,145,13,12,2020,2020-12-13
780,Instagram,False,199,14,9,2020,2020-09-14
781,Facebook,False,531,11,12,2020,2020-12-11
782,Organic,False,283,5,5,2020,2020-05-05
783,Youtube,False,55,3,5,2020,2020-05-03
784,Youtube,True,164,1,5,2020,2020-05-01
785,Direct,False,30,7,6,2020,2020-06-07
786,Facebook,True,691,20,3,2020,2020-03-20
787,Google Search,False,671,11,3,2020,2020-03-11
788,Instagram,False,147,14,5,2020,2020-05-14
789,Facebook,False,406,24,7,2020,2020-07-24
790,Instagram,False,621,23,10,2020,2020-10-23
791,Organic,False,142,20,4,2020,2020-04-20
792,Organic,False,269,15,4,2020,2020-04-15
793,Email Marketing,False,309,26,7,2020,2020-07-26
794,Google Search,True,64,20,3,2020,2020-03-20
795,Facebook,False,187,1,12,2020,2020-12-01
796,Direct,True,452,6,8,2020,2020-08-06
797,Youtube,False,428,23,6,2020,2020-06-23
798,Email Marketing,False,515,22,12,2020,2020-12-22
799,Direct,True,647,12,5,2020,2020-05-12
800,Facebook,False,192,11,3,2020,2020-03-11
801,Google Display,False,192,17,7,2020,2020-07-17
802,Facebook,True,468,7,2,2020,2020-02-07
803,Instagram,False,3,27,6,2020,2020-06-27
804,Facebook,False,479,17,9,2020,2020-09-17
805,Organic,False,43,6,4,2020,2020-04-06
806,Google Search,False,418,24,7,2020,2020-07-24
807,Google Search,False,544,8,11,2020,2020-11-08
808,Email Marketing,False,410,22,11,2020,2020-11-22
809,Google Search,True,49,27,4,2020,2020-04-27
810,Direct,True,611,25,4,2020,2020-04-25
811,Instagram,False,351,8,11,2020,2020-11-08
812,Facebook,False,501,27,6,2020,2020-06-27
813,Email Marketing,False,425,11,9,2020,2020-09-11
814,Organic,False,579,21,4,2020,2020-04-21
815,Organic,False,363,16,10,2020,2020-10-16
816,Youtube,True,454,2,6,2020,2020-06-02
817,Google Search,True,214,3,8,2020,2020-08-03
818,Organic,True,361,1,6,2020,2020-06-01
819,Youtube,False,656,23,4,2020,2020-04-23
820,Google Search,False,260,27,1,2020,2020-01-27
821,Facebook,False,582,3,4,2020,2020-04-03
822,Organic,False,167,7,11,2020,2020-11-07
823,Organic,False,420,18,3,2020,2020-03-18
824,Organic,False,374,6,6,2020,2020-06-06
825,Google Search,True,356,18,11,2020,2020-11-18
826,Organic,False,139,11,10,2020,2020-10-11
827,Direct,True,537,28,11,2020,2020-11-28
828,Google Search,False,563,13,9,2020,2020-09-13
829,Email Marketing,False,254,11,8,2020,2020-08-11
830,Email Marketing,True,322,5,8,2020,2020-08-05
831,Organic,False,623,21,2,2020,2020-02-21
832,Organic,True,620,11,1,2020,2020-01-11
833,Email Marketing,True,95,23,12,2020,2020-12-23
834,Google Search,True,690,11,7,2020,2020-07-11
835,Google Search,False,257,15,3,2020,2020-03-15
836,Organic,False,91,2,5,2020,2020-05-02
837,Organic,False,303,23,2,2020,2020-02-23
838,Facebook,True,174,28,5,2020,2020-05-28
839,Instagram,True,500,15,5,2020,2020-05-15
840,Google Search,True,564,16,2,2020,2020-02-16
841,Facebook,False,268,21,11,2020,2020-11-21
842,Facebook,False,405,21,11,2020,2020-11-21
843,Organic,True,327,11,7,2020,2020-07-11
844,Organic,False,451,20,2,2020,2020-02-20
845,Organic,True,477,20,6,2020,2020-06-20
846,Organic,True,255,23,7,2020,2020-07-23
847,Google Search,False,553,6,2,2020,2020-02-06
848,Facebook,False,573,21,4,2020,2020-04-21
849,Google Search,False,65,6,2,2020,2020-02-06
850,Youtube,False,213,21,12,2020,2020-12-21
851,Instagram,True,338,12,12,2020,2020-12-12
852,Organic,True,518,1,3,2020,2020-03-01
853,Google Search,True,596,9,6,2020,2020-06-09
854,Google Search,True,255,14,3,2020,2020-03-14
855,Organic,False,617,20,5,2020,2020-05-20
856,Organic,False,185,3,12,2020,2020-12-03
857,Google Search,False,438,6,6,2020,2020-06-06
858,Google Search,True,358,3,7,2020,2020-07-03
859,Google Search,False,626,10,4,2020,2020-04-10
860,Google Search,True,507,14,2,2020,2020-02-14
861,Facebook,False,318,1,7,2020,2020-07-01
862,Google Search,False,207,1,1,2020,2020-01-01
863,Organic,True,37,4,4,2020,2020-04-04
864,Organic,True,94,1,2,2020,2020-02-01
865,Organic,False,119,18,9,2020,2020-09-18
866,Facebook,True,552,3,1,2020,2020-01-03
867,Direct,False,411,2,9,2020,2020-09-02
868,Email Marketing,False,694,26,8,2020,2020-08-26
869,Direct,True,206,15,4,2020,2020-04-15
870,Organic,True,42,4,5,2020,2020-05-04
871,Facebook,False,46,10,4,2020,2020-04-10
872,Organic,True,686,22,9,2020,2020-09-22
873,Organic,True,115,26,3,2020,2020-03-26
874,Organic,False,71,3,5,2020,2020-05-03
875,Google Display,False,532,6,10,2020,2020-10-06
876,Facebook,False,606,26,10,2020,2020-10-26
877,Organic,False,308,10,8,2020,2020-08-10
878,Google Search,True,332,10,5,2020,2020-05-10
879,Email Marketing,False,419,12,9,2020,2020-09-12
880,Organic,True,612,21,5,2020,2020-05-21
881,Organic,True,392,23,11,2020,2020-11-23
882,Direct,False,347,10,10,2020,2020-10-10
883,Organic,False,685,18,12,2020,2020-12-18
884,Organic,False,234,2,5,2020,2020-05-02
885,Google Search,False,639,16,9,2020,2020-09-16
886,Organic,False,628,25,11,2020,2020-11-25
887,Organic,False,294,15,10,2020,2020-10-15
888,Direct,False,153,4,1,2020,2020-01-04
889,Google Search,False,562,22,2,2020,2020-02-22
890,Organic,True,130,23,7,2020,2020-07-23
891,Instagram,True,633,10,9,2020,2020-09-10
892,Facebook,False,257,21,8,2020,2020-08-21
893,Email Marketing,False,317,20,10,2020,2020-10-20
894,Facebook,False,337,6,5,2020,2020-05-06
895,Google Search,True,12,27,10,2020,2020-10-27
896,Instagram,True,168,24,10,2020,2020-10-24
897,Facebook,True,560,7,1,2020,2020-01-07
898,Google Search,False,339,17,5,2020,2020-05-17
899,Email Marketing,True,187,19,4,2020,2020-04-19
900,Facebook,False,365,10,5,2020,2020-05-10
901,Google Search,True,224,21,11,2020,2020-11-21
902,Google Search,False,650,19,7,2020,2020-07-19
903,Google Display,True,418,15,10,2020,2020-10-15
904,Organic,False,96,24,8,2020,2020-08-24
905,Email Marketing,False,293,5,12,2020,2020-12-05
906,Organic,True,97,7,9,2020,2020-09-07
907,Organic,True,381,13,10,2020,2020-10-13
908,Email Marketing,True,207,22,4,2020,2020-04-22
909,Google Search,True,495,23,1,2020,2020-01-23
910,Facebook,True,587,3,4,2020,2020-04-03
911,Youtube,False,42,1,4,2020,2020-04-01
912,Google Search,False,398,10,1,2020,2020-01-10
913,Google Search,True,143,3,10,2020,2020-10-03
914,Email Marketing,False,92,18,7,2020,2020-07-18
915,Facebook,False,93,3,9,2020,2020-09-03
916,Direct,False,139,21,9,2020,2020-09-21
917,Direct,False,288,6,9,2020,2020-09-06
918,Direct,False,10,12,1,2020,2020-01-12
919,Youtube,False,94,3,6,2020,2020-06-03
920,Direct,False,426,18,2,2020,2020-02-18
921,Organic,False,94,27,3,2020,2020-03-27
922,Facebook,False,550,15,2,2020,2020-02-15
923,Facebook,False,305,22,7,2020,2020-07-22
924,Google Search,True,560,15,7,2020,2020-07-15
925,Organic,False,372,25,8,2020,2020-08-25
926,Organic,False,197,3,6,2020,2020-06-03
927,Organic,False,10,5,5,2020,2020-05-05
928,Google Display,True,136,23,5,2020,2020-05-23
929,Instagram,False,1,1,6,2020,2020-06-01
930,Organic,True,54,6,3,2020,2020-03-06
931,Direct,True,527,18,4,2020,2020-04-18
932,Organic,False,687,20,4,2020,2020-04-20
933,Email Marketing,False,437,14,12,2020,2020-12-14
934,Google Display,False,253,8,11,2020,2020-11-08
935,Google Display,False,247,16,10,2020,2020-10-16
936,Organic,True,634,22,1,2020,2020-01-22
937,Organic,False,469,21,6,2020,2020-06-21
938,Organic,False,527,28,8,2020,2020-08-28
939,Facebook,True,422,1,11,2020,2020-11-01
940,Facebook,True,156,17,4,2020,2020-04-17
941,Google Search,False,270,22,2,2020,2020-02-22
942,Direct,False,146,14,2,2020,2020-02-14
943,Google Search,True,259,16,6,2020,2020-06-16
944,Facebook,False,127,14,2,2020,2020-02-14
945,Google Search,False,117,25,2,2020,2020-02-25
946,Organic,True,338,28,11,2020,2020-11-28
947,Organic,False,79,17,12,2020,2020-12-17
948,Instagram,True,602,19,3,2020,2020-03-19
949,Email Marketing,True,175,22,6,2020,2020-06-22
950,Email Marketing,False,284,26,2,2020,2020-02-26
951,Facebook,True,124,3,9,2020,2020-09-03
952,Organic,False,336,2,3,2020,2020-03-02
953,Youtube,True,518,20,5,2020,2020-05-20
954,Organic,False,202,28,2,2020,2020-02-28
955,Youtube,False,131,25,3,2020,2020-03-25
956,Google Search,True,148,17,3,2020,2020-03-17
957,Google Search,False,591,27,7,2020,2020-07-27
958,Google Search,True,685,26,1,2020,2020-01-26
959,Facebook,True,659,3,12,2020,2020-12-03
960,Facebook,False,217,20,1,2020,2020-01-20
961,Facebook,False,531,24,1,2020,2020-01-24
962,Google Search,False,379,10,10,2020,2020-10-10
963,Direct,True,454,11,3,2020,2020-03-11
964,Direct,False,604,28,7,2020,2020-07-28
965,Google Search,True,400,20,12,2020,2020-12-20
966,Organic,False,545,6,10,2020,2020-10-06
967,Google Search,False,598,10,12,2020,2020-12-10
968,Direct,True,628,15,4,2020,2020-04-15
969,Facebook,True,18,9,10,2020,2020-10-09
970,Google Search,True,419,20,3,2020,2020-03-20
971,Google Search,False,475,1,8,2020,2020-08-01
972,Instagram,True,592,6,1,2020,2020-01-06
973,Facebook,False,642,11,12,2020,2020-12-11
974,Facebook,False,401,18,7,2020,2020-07-18
975,Direct,True,478,11,6,2020,2020-06-11
976,Google Search,False,479,22,5,2020,2020-05-22
977,Organic,False,374,25,1,2020,2020-01-25
978,Organic,True,643,21,6,2020,2020-06-21
979,Organic,True,332,20,1,2020,2020-01-20
980,Organic,False,610,3,4,2020,2020-04-03
981,Google Search,True,414,5,11,2020,2020-11-05
982,Email Marketing,False,456,24,5,2020,2020-05-24
983,Youtube,False,610,6,6,2020,2020-06-06
984,Organic,False,501,3,2,2020,2020-02-03
985,Facebook,True,326,9,12,2020,2020-12-09
986,Google Search,True,454,15,3,2020,2020-03-15
